17.3174	2.5364	6.8288	7.864	4.9685	2.5769	0.3797	5.5223	2.5364	3.0303	8.4836	6.2217	2.2666	0.0	0.1772	2.4589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14.9937	2.4863	8.9147	6.6866	4.8743	1.0538	2.6427	5.0101	2.4863	2.7573	7.763	5.6844	1.5773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8.8049	2.7141	3.6146	7.9343	4.2784	1.1413	0.2404	3.7087	2.9365	4.0643	10.5531	3.7461	1.553	0.2974	5.1087	5.6089	3.5091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6.6729	0.9575	1.9038	9.2918	2.5373	0.6175	1.9092	3.8386	1.6144	4.8114	6.1129	4.9469	1.0856	0.4424	5.3244	0.9206	2.8918	5.2884	6.1005	0.7069	1.3953	2.7462	0.2615	0.6913	4.7611	1.6496	2.5108	1.9035	1.4956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5.993	2.6058	1.6082	9.3112	3.249	0.9181	0.1473	10.3555	2.0721	1.4475	8.5858	3.6743	3.6762	3.6419	2.6715	2.3414	3.0843	4.0164	5.1689	1.3584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15.018	3.2001	3.1234	15.3095	4.6529	2.1885	0.5967	15.1153	2.3722	3.9945	5.5572	8.3358	3.2882	0.4494	14.7169	4.0499	4.1399	8.9945	7.4847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12.5665	1.2028	4.0124	9.4915	4.6744	1.4087	1.2485	7.5303	2.6933	8.2314	15.9593	5.6682	2.3806	1.4232	0.2015	4.777	3.8355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6.4478	2.8713	3.3762	1.745	4.8355	2.3935	1.8622	4.5915	1.3161	2.9649	8.4173	1.8105	2.3133	0.3185	3.8399	1.9671	2.8236	7.6653	3.6601	3.472	3.0423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9.837	0.1483	3.2229	4.5758	3.9103	1.8068	0.1207	7.1444	2.3433	2.9265	9.3292	3.211	0.9908	0.5429	10.9247	2.8633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7.854	1.2192	2.4306	11.2815	3.4492	2.2222	0.4867	0.3412	2.4322	2.4247	11.6339	3.4492	0.843	0.6199	0.4957	1.0728	1.3816	6.1059	4.3814	2.4497	2.3431	3.983	3.4337	0.8181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
